-74.00158,40.719382
-73.989806,40.735006
-73.98405,40.743544
-73.992635,40.748362
-73.96969,40.749244
-73.955173,40.783044
-73.986824,40.750893
-74.0061,40.748432
-73.983339,40.744782
-73.97351,40.76028
-73.984426,40.75748
-73.991064,40.727654
-74.001678,40.7473
-73.982457,40.731475
-73.992554,40.724476
-73.990089,40.759027
-73.945893,40.773608
-73.969387,40.749159
-73.952267,40.766205
-73.977986,40.746056
-73.956573,40.716945
-73.999303,40.754142
-73.991284,40.761803
-73.976983,40.747167
-74.012823,40.707816
-73.977937,40.745919
-73.977278,40.7585
-73.988312,40.723245
-73.958682,40.783139
-73.993945,40.746683
-73.977702,40.786721
-73.983837,40.761285
-73.951244,40.774886
-73.99725,40.721315
-73.956192,40.813521
-73.949016,40.785981
-73.990612,40.734878
-73.997316,40.7361
-74.00002,40.726688
-73.991614,40.740965
-73.993521,40.762266
-74.001485,40.727884
-73.983659,40.770337
-73.954312,40.773098
-73.965083,40.754974
-74.004043,40.742055
-73.952159,40.777373
-73.982357,40.740081
-73.986212,40.732907
-73.992177,40.735458
-73.988553,40.721556
-73.978826,40.777224
-73.996398,40.723704
-73.984919,40.728306
-73.989364,40.762956
-73.955287,40.767576
-73.991011,40.755011
-73.963949,40.770452
-73.979883,40.748998
-73.993437,40.751452
-73.995065,40.688807
-73.952444,40.78073
-73.986081,40.741365
-73.997408,40.720782
-73.989076,40.730751
-73.974309,40.762474
-73.978578,40.772676
-73.969417,40.758751
-73.974431,40.755792
-73.862763,40.769269
-73.973797,40.743581
-73.986026,40.762574
-73.989638,40.755943
-73.983193,40.756954
-73.996619,40.763291
-73.956988,40.775128
-73.969623,40.75764
-74.006741,40.705744
-73.96246,40.799799
-73.9467,40.744697
-73.987543,40.775555
-74.005749,40.736476
-73.975807,40.786282
-73.991802,40.754152
-73.961834,40.762026
-73.984087,40.756809
-74.001348,40.756659
-73.987253,40.753505
-73.958931,40.753357
-73.95589,40.768042
-73.982161,40.768519
-74.00671,40.744077
-74.006649,40.716653
-73.975951,40.740491
-73.972743,40.786563
-73.95982,40.779339
-73.949244,40.745019
